WKT,gid,stop_a,stop_b,koereplan_version,meter
"LINESTRING (10.1332115 55.9805766,10.133214 55.980572,10.133287 55.980493,10.133381 55.980422,10.133462 55.980383,10.133518 55.980364,10.133662 55.980328,10.13369 55.980321,10.133867 55.980306,10.134048 55.980299,10.13403 55.980008,10.133999 55.979514,10.133978 55.978998,10.134028 55.978289,10.134131 55.9777,10.134204 55.977446,10.134268 55.977234,10.134332 55.977059,10.134394 55.976896,10.134469 55.97671,10.135025 55.975356,10.135605 55.973832,10.135693 55.973568,10.135733 55.973393,10.135802 55.973087,10.135821 55.973009,10.135853 55.972718,10.135894 55.972398,10.135916 55.972236,10.136272 55.972178,10.136435 55.97214,10.136638 55.972093,10.138164 55.971737,10.138396 55.971696,10.138572 55.971679,10.1387698 55.9716682,10.138792 55.971667,10.139035 55.971668,10.139393 55.971714,10.1393869 55.971732,10.139393 55.971714,10.139617 55.971736,10.140864 55.971857,10.14105 55.971882,10.141244 55.971936,10.142056 55.97228,10.14223 55.972353,10.142391 55.972422,10.143694 55.972988,10.143812 55.973038,10.144285 55.973249,10.14473 55.973447,10.145027 55.973522,10.145309 55.973574,10.145665 55.973639,10.146032 55.973694,10.146369 55.97374,10.146578 55.973771,10.146746 55.973796,10.147966 55.973977,10.14854 55.974031,10.148716 55.974036,10.148958 55.974032,10.1499533 55.9740143,10.149973 55.974014,10.149839 55.973523,10.14981 55.973385,10.149779 55.973236,10.149772 55.973198,10.149742 55.973024,10.149733 55.97297,10.149694 55.972716,10.149676 55.972577,10.149619 55.972205,10.149568 55.971835,10.149497 55.9714744)","199046","727017901","727000701",K22,"2223"
"LINESTRING (10.1332115 55.9805766,10.133214 55.980572,10.133287 55.980493,10.133381 55.980422,10.133462 55.980383,10.133518 55.980364,10.133662 55.980328,10.13369 55.980321,10.133867 55.980306,10.134048 55.980299,10.134081 55.980755,10.1340893 55.9810199)","198588","727017901","727017601",K22,"146"
"LINESTRING (10.146081 55.9820384,10.146445 55.9819,10.147985 55.981308,10.148703 55.981036,10.1483759 55.9796186)","198591","727018401","727018601",K22,"357"
"LINESTRING (10.146081 55.9820384,10.146445 55.9819,10.1470451 55.9816692,10.147985 55.981308,10.148183 55.981636,10.148516 55.982188,10.148562 55.982264,10.148651 55.982411,10.148665 55.982434,10.148842 55.982728,10.148933 55.982879,10.14902 55.983022,10.149033 55.983045,10.149359 55.983585,10.149649 55.984064,10.149739 55.984215,10.1504872 55.9840774,10.150876 55.984006,10.151055 55.983973,10.151817 55.983826,10.151906 55.983809,10.152664 55.983663,10.1524295 55.9832039)","198605","727018401","727019501",K22,"732"
"LINESTRING (10.1476642 55.9765308,10.147634 55.97639,10.147534 55.975935,10.147515 55.975708,10.147518 55.975601,10.14752 55.975537,10.14754 55.975414,10.147561 55.975277,10.147594 55.975165,10.147695 55.974911,10.147767 55.974694,10.1477958 55.9746102)","198593","727018801","727015801",K22,"216"
"LINESTRING (10.1598746 55.9705033,10.160107 55.970723,10.160299 55.970906,10.160516 55.97111,10.161501 55.971988,10.162182 55.972586,10.1617534 55.9726989)","198564","727019201","727010001",K22,"303"
"LINESTRING (10.1547689 55.9879542,10.154737 55.987889,10.154645 55.987702,10.154492 55.98739,10.154087 55.986564,10.153575 55.98552,10.153268 55.984896,10.152664 55.983663,10.151906 55.983809,10.151817 55.983826,10.151055 55.983973,10.150876 55.984006,10.1506895 55.9840402)","182989","727019301","727015401",K22,"626"
"LINESTRING (10.1547689 55.9879542,10.154737 55.987889,10.154645 55.987702,10.154492 55.98739,10.154087 55.986564,10.153575 55.98552,10.153268 55.984896,10.152664 55.983663,10.1524295 55.9832039)","182008","727019301","727019501",K22,"549"
"LINESTRING (10.1556823 55.9775738,10.156119 55.977526,10.157147 55.977403,10.157397 55.977375,10.159249 55.977179,10.159596 55.977137,10.159992 55.977088,10.160391 55.977946,10.160503 55.978186,10.160692 55.978427,10.160842 55.978582,10.161158 55.978842,10.161732 55.979271,10.161796 55.979318,10.162414 55.979789,10.162649 55.979936,10.162945 55.980097,10.163172 55.980207,10.1633217 55.9802698)","198579","727019402","727014201",K22,"694"
"LINESTRING (10.1524295 55.9832039,10.152308 55.982966,10.15202 55.982399,10.15179 55.98195,10.151727 55.981825,10.151617 55.981563,10.1514857 55.9812452)","198606","727019501","727019621",K22,"226"
"LINESTRING (10.0916416 55.9920606,10.091609 55.992203,10.091592 55.993211,10.091536 55.994581,10.091572 55.994982,10.091869 55.996046,10.091907 55.996288,10.092028 55.996293,10.092213 55.996307,10.092733 55.996346,10.0935094 55.9964037,10.094601 55.996485,10.095006 55.9965,10.095411 55.996489,10.095799 55.996461,10.096254 55.996413,10.096402 55.996394,10.097388 55.996285,10.098174 55.996232,10.099424 55.996172,10.100275 55.996131,10.100565 55.996125,10.100877 55.996141,10.101148 55.996176,10.101816 55.996314,10.102397 55.996435,10.102819 55.996495,10.104098 55.996627,10.104477 55.996689,10.104728 55.99676,10.104999 55.996859,10.106926 55.997801,10.107332 55.997956,10.10771 55.99808,10.107983 55.998146,10.108208 55.998179,10.108516 55.9982,10.108831 55.998206,10.109744 55.998174,10.109957 55.998175,10.110154 55.998187,10.11053 55.998242,10.111244 55.998372,10.1121176 55.9983098)","198637","727020509","727020601",K22,"1806"
"LINESTRING (10.133419 55.9965831,10.133763 55.997183,10.133912 55.997342,10.13512 55.998074,10.135695 55.998432,10.13591 55.998513,10.136141 55.998551,10.136561 55.998563,10.137103 55.998551,10.138666 55.998413,10.140006 55.998255,10.140297 55.998177,10.140951 55.997938,10.14114 55.997908,10.141391 55.997929,10.14327 55.998341,10.14349 55.998369,10.143753 55.99836,10.146811 55.997905,10.147079 55.99789,10.147305 55.997901,10.147765 55.997949,10.148067 55.997949,10.148775 55.997897,10.149175 55.997908,10.149508 55.997953,10.149793 55.998039,10.150673 55.998448,10.150925 55.998522,10.151176 55.998574,10.154349 55.998989,10.157522 55.999404,10.158197 55.999492,10.158638 55.999548,10.15875 55.999575,10.158828 55.999611,10.158881 55.99965,10.158915 55.999698,10.158927 55.999822,10.158958 55.999869,10.159014 55.99993,10.158979 55.999975)","198624","727020709","727020801",K22,"1813"
"LINESTRING (10.158979 55.999975,10.158967 56.000036,10.159061 56.000793,10.159077 56.001054,10.159064 56.001121,10.159042 56.001186,10.158978 56.001265,10.15906 56.001292,10.159143 56.001316,10.159229 56.001329,10.160146 56.001355,10.160366 56.001396,10.160505 56.001475,10.160555 56.001552,10.160582 56.00165,10.160607 56.002778,10.160671 56.004396,10.160652 56.005753,10.160714 56.00656,10.160775 56.007065,10.160869 56.007399,10.16108 56.007754,10.161398 56.008123,10.161715 56.008389,10.162375 56.008936,10.162668 56.009197,10.163073 56.009674,10.163196 56.009759,10.1630992 56.0097972)","198625","727020801","727020901",K22,"1216"
"LINESTRING (10.1630992 56.0097972,10.163196 56.009759,10.166256 56.008495,10.169215 56.007282,10.170398 56.006805,10.170792 56.00665,10.169402 56.004398,10.168564 56.003023,10.167574 56.001499,10.166966 56.000671,10.166485 56.000093,10.166243 55.999803,10.1656766 55.9991437)","198626","727020901","727004001",K22,"1490"
"LINESTRING (10.1325746 55.9716488,10.13253 55.971652,10.131409 55.971729,10.131028 55.971776,10.130878 55.971811,10.128113 55.972462,10.126911 55.972765,10.1264616 55.9728908)","198594","727030001","727030011",K22,"409"
"LINESTRING (10.2037878 55.9485445,10.203856 55.948484,10.204807 55.947553,10.2069111 55.945377,10.209015 55.943201,10.210018 55.942198,10.210446 55.941801,10.21138 55.941038,10.211523 55.94093,10.2120168 55.9405501)","198681","727100001","727001601",K22,"1029"
"LINESTRING (10.2037878 55.9485445,10.203856 55.948484,10.204807 55.947553,10.2069111 55.945377,10.209015 55.943201,10.210018 55.942198,10.210446 55.941801,10.21138 55.941038,10.211523 55.94093,10.211832 55.940953,10.212308 55.94097,10.21261 55.940976,10.214201 55.940957,10.21505 55.940949,10.215392 55.940945,10.215775 55.940941,10.215921 55.940977,10.216883 55.941517,10.216951 55.941555,10.2169657 55.9415596)","198701","727100001","727003602",K22,"1345"
"LINESTRING (10.0358229 55.9099059,10.03559 55.909824,10.034976 55.909596,10.034161 55.909265,10.033664 55.909035,10.033192 55.908803,10.032552 55.908467,10.030868 55.907394,10.030774 55.907334,10.0300986 55.9068844,10.027693 55.905283,10.029211 55.904381,10.029733 55.904136,10.030154 55.903992,10.032171 55.903477,10.032493 55.903395,10.033571 55.903119,10.034152 55.902971,10.035082 55.902806,10.035399 55.902763,10.035729 55.902759,10.03634 55.902783,10.036933 55.902807,10.037164 55.902823,10.037796 55.902776,10.037941 55.902765,10.038099 55.902753,10.038311 55.902737,10.038438 55.902739,10.0385147 55.9027405)","198922","727100131","727006101",K22,"1491"
"LINESTRING (10.0375026 55.910485,10.043878 55.912641,10.045388 55.913152,10.0464 55.913494,10.046977 55.913689,10.047516 55.913878,10.048254 55.914132,10.048322 55.914155,10.04981 55.914667,10.049925 55.914701,10.0505825 55.9149263)","177805","727100132","727100102",K22,"956"
"LINESTRING (10.0275525 55.90519,10.022953 55.902146,10.022396 55.90174,10.021145 55.900743,10.020308 55.900146,10.019717 55.899782,10.018848 55.8993,10.017694 55.89866,10.016028 55.897737,10.01557 55.897506,10.01519 55.897315,10.014473 55.896991,10.013944 55.896787,10.013181 55.896502,10.011737 55.896051,10.007535 55.894738,10.006791 55.894506,10.006396 55.894393,10.005896 55.894281,10.005413 55.89419,10.004576 55.894032,10.00413 55.893948,10.003181 55.893776,10.002941 55.893732,10.002337 55.893623,10.0023184 55.8936196)","177747","727100141","609170122",K22,"2081"
"LINESTRING (10.1245113 55.8913706,10.124077 55.891345,10.124064 55.891502,10.123425 55.894771,10.123435 55.895233,10.123605 55.895683,10.123883 55.896117,10.124269 55.896502,10.124887 55.896921,10.12834 55.89877,10.129083 55.899146,10.1297 55.899425,10.13022 55.899661,10.131305 55.900152,10.133237 55.901037,10.133498 55.90119,10.133764 55.901368,10.133989 55.901549,10.134253 55.901805,10.134413 55.902003,10.134554 55.902226,10.13466 55.902469,10.134732 55.902695,10.134976 55.90434,10.135195 55.90589,10.135347 55.906382,10.135429 55.906549,10.135443 55.906578,10.135499 55.90669,10.135708 55.90701,10.136222 55.907794,10.136576 55.908365,10.136132 55.908423,10.13579 55.90845,10.134158 55.908493,10.1339203 55.9085196)","177748","727100201","727200401",K22,"2395"
"LINESTRING (10.1245113 55.8913706,10.124077 55.891345,10.12374 55.891341,10.122322 55.891369,10.122259 55.891055,10.122072 55.890094,10.121977 55.889621,10.121954 55.889507,10.121879 55.889101,10.121844 55.889022,10.121768 55.888942,10.121659 55.888877,10.121224 55.888704,10.121005 55.888583,10.12093 55.888482,10.120893 55.88838)","198955","727100201","727201509",K22,"497"
"LINESTRING (10.1243727 55.8913624,10.124077 55.891345,10.124064 55.891502,10.123425 55.894771,10.123435 55.895233,10.123605 55.895683,10.123883 55.896117,10.124269 55.896502,10.124887 55.896921,10.12834 55.89877,10.129083 55.899146,10.1297 55.899425,10.13022 55.899661,10.131305 55.900152,10.133237 55.901037,10.133498 55.90119,10.133764 55.901368,10.133989 55.901549,10.134253 55.901805,10.134413 55.902003,10.134554 55.902226,10.13466 55.902469,10.134732 55.902695,10.134976 55.90434,10.135195 55.90589,10.135347 55.906382,10.135429 55.906549,10.135443 55.906578,10.135499 55.90669,10.135708 55.90701,10.136222 55.907794,10.136576 55.908365,10.136132 55.908423,10.13579 55.90845,10.134158 55.908493,10.1339203 55.9085196)","199012","727100202","727200401",K22,"2386"
"LINESTRING (10.1243727 55.8913624,10.124569 55.891374,10.124659 55.891384,10.127127 55.891652,10.127948 55.891728,10.132366 55.891919,10.134105 55.891997,10.134727 55.892025,10.135201 55.892029,10.137103 55.891973,10.139005 55.891917,10.13925 55.891897,10.14308 55.891579,10.143666 55.891531,10.144266 55.891481,10.144689 55.891427,10.145147 55.891354,10.147282 55.890916,10.147937 55.890852,10.148582 55.890825,10.149545 55.890823,10.15107 55.890797,10.1530358 55.8907648,10.1550015 55.8907326,10.1569673 55.8907003,10.158933 55.890668,10.159496 55.890629,10.16207 55.890287,10.163064 55.890155,10.16355 55.890115,10.163853 55.890102,10.164558 55.890113,10.165265 55.89011,10.165355 55.890118,10.16544 55.890148,10.165647 55.890317,10.1657935 55.890414)","177715","727100202","727200502",K22,"2635"
"LINESTRING (10.1243727 55.8913624,10.124569 55.891374,10.124659 55.891384,10.127127 55.891652,10.127948 55.891728,10.132366 55.891919,10.134105 55.891997,10.134727 55.892025,10.135201 55.892029,10.137103 55.891973,10.139005 55.891917,10.13925 55.891897,10.140164 55.890529,10.140273 55.890379,10.140326 55.890275,10.140374 55.890143,10.140392 55.88997,10.140377 55.889416,10.140366 55.889013,10.140302 55.887205,10.140279 55.886932,10.140243 55.886721,10.14021 55.886437,10.14021 55.886226,10.140222 55.885727,10.140202 55.885421,10.14016 55.885179,10.140127 55.885042,10.140061 55.884914,10.139854 55.884521,10.139786 55.884346,10.139555 55.883319,10.139548 55.883231,10.139559 55.883147,10.139592 55.88307,10.13966 55.882981,10.141244 55.881377,10.142733 55.879834,10.14487 55.877707,10.144971 55.877602,10.14542 55.877133,10.145558 55.877006,10.145758 55.876895,10.1466 55.876551,10.146754 55.876476,10.14685 55.876391,10.146875 55.876285,10.146862 55.876146,10.146413 55.873782,10.146405 55.873739,10.146399 55.873633,10.146412 55.873567,10.146461 55.873508,10.146522 55.873482,10.146628 55.873475,10.14672 55.873478,10.147845 55.873695,10.148448 55.873816,10.148971 55.873921,10.149076 55.87393,10.149172 55.873925,10.14924 55.873905,10.149275 55.873872,10.149302 55.873835,10.149321 55.873788,10.149385 55.873222,10.149408 55.873148,10.149469 55.873089,10.149545 55.873052,10.149645 55.873024,10.151367 55.872749,10.151976 55.872673,10.153324 55.872612,10.154145 55.872559,10.155067 55.872475,10.155117 55.8724701)","198956","727100202","727201309",K22,"3778"
"LINESTRING (10.190439 55.9568094,10.1921527 55.9558378,10.1943223 55.9546076,10.1964917 55.9533773,10.198661 55.952147,10.200151 55.951279,10.201009 55.950725,10.201871 55.950116,10.202994 55.949255,10.203289 55.948988,10.203856 55.948484,10.204807 55.947553,10.2069111 55.945377,10.209015 55.943201,10.210018 55.942198,10.210446 55.941801,10.21138 55.941038,10.211523 55.94093,10.2120168 55.9405501)","199085","727100401","727001601",K22,"2274"
"LINESTRING (10.1907212 55.9538829,10.190697 55.953979,10.190718 55.954222,10.190721 55.954262,10.190701 55.95451,10.19045 55.955039,10.190439 55.955062,10.190251 55.955319,10.189688 55.955862,10.189546 55.955999,10.189135 55.956394,10.189041 55.956518,10.189001 55.956618,10.189032 55.956789,10.189215 55.956795,10.189397 55.956824,10.189656 55.956899,10.189811 55.956965,10.189983 55.957068,10.188547 55.957782,10.1879957 55.9580331,10.187803 55.958121,10.186613 55.9586,10.185625 55.958946,10.184782 55.959219,10.182224 55.959963,10.176911 55.961508,10.174257 55.962279,10.170984 55.963213,10.16968 55.963574,10.168362 55.963925,10.167051 55.964237,10.165968 55.964458,10.164864 55.964665,10.163494 55.964901,10.16124 55.965268,10.158986 55.965635,10.157717 55.965841,10.155414 55.966195,10.153208 55.966615,10.151894 55.96688,10.150347 55.967193,10.148925 55.96748,10.148925 55.967536,10.148882 55.967586,10.148806 55.967622,10.148709 55.967637,10.148809 55.968078,10.148875 55.968365,10.148971 55.968847,10.149098 55.969485,10.149107 55.96953,10.14915 55.969736,10.149202 55.969987,10.149291 55.970416,10.149396 55.970958,10.149435 55.971159,10.149497 55.9714744)","198726","727100501","727000701",K22,"3707"
"LINESTRING (10.1907212 55.9538829,10.190697 55.953979,10.190034 55.953978,10.189853 55.953978,10.189498 55.953954,10.188528 55.953836,10.188372 55.953778,10.18829 55.953717,10.188232 55.953594,10.187042 55.948897,10.187046 55.948779,10.187119 55.948675,10.187293 55.948598,10.188173 55.948409,10.188305 55.948351,10.18838 55.948278,10.188411 55.948191,10.188214 55.946892,10.18812 55.94628,10.188066 55.946144,10.18798 55.946044,10.187352 55.94546,10.187205 55.945247,10.187115 55.945037,10.187079 55.944805,10.187063 55.944569,10.187094 55.944441,10.187203 55.944231,10.187346 55.944102,10.1874188 55.944058)","198704","727100501","727100701",K22,"1320"
"LINESTRING (10.0985871 55.9158151,10.099318 55.915799,10.099387 55.915451,10.099854 55.913921,10.099968 55.91365,10.100713 55.91254,10.101249 55.911975,10.101441 55.911248,10.101582 55.910755,10.101603 55.910684,10.101744 55.910191,10.101943 55.910066,10.102138 55.90999,10.102349 55.909943,10.102448 55.909927,10.102712 55.909927,10.105311 55.910303,10.105751 55.910299,10.106269 55.910227,10.10641 55.910224,10.106809 55.910252,10.107315 55.91025,10.107976 55.910169,10.108422 55.910146,10.109021 55.910185,10.109677 55.910202,10.110429 55.910183,10.1124585 55.9100915,10.114488 55.91,10.115542 55.909912,10.115991 55.909902,10.116686 55.90993,10.117242 55.909937,10.1186 55.909895,10.119573 55.909866,10.120358 55.909849,10.120799 55.909849,10.121217 55.909821,10.121647 55.909777,10.122112 55.909714,10.122629 55.909626,10.123034 55.90954,10.123423 55.909443,10.124809 55.909038,10.125205 55.90895,10.125636 55.908887,10.125711 55.908882,10.126041 55.90886,10.126151 55.9088528)","177716","727100609","727200202",K22,"2260"
"LINESTRING (10.1874188 55.944058,10.187769 55.943847,10.188398 55.943522,10.189171 55.943286,10.189317 55.943262,10.189436 55.943252,10.189554 55.943269,10.189759 55.94331,10.190087 55.943402,10.191102 55.943791,10.191764 55.944081,10.192051 55.944175,10.192387 55.94426,10.192757 55.944318,10.1933 55.944371,10.193803 55.944388,10.194157 55.94439,10.194256 55.944391,10.194457 55.944393,10.194923 55.94438,10.194988 55.944584,10.195018 55.944746,10.195027 55.944921,10.194978 55.94527,10.194906 55.945524,10.194882 55.94583,10.194911 55.946109,10.195029 55.946516,10.195334 55.947394,10.196261 55.947452,10.197124 55.947497,10.197906 55.947529,10.198446 55.947543,10.198638 55.9475449)","198705","727100701","727100809",K22,"1081"
"LINESTRING (10.1874639 55.9440309,10.187346 55.944102,10.187203 55.944231,10.187094 55.944441,10.187063 55.944569,10.187079 55.944805,10.187115 55.945037,10.187205 55.945247,10.187352 55.94546,10.18798 55.946044,10.188066 55.946144,10.18812 55.94628,10.188214 55.946892,10.188411 55.948191,10.18838 55.948278,10.188305 55.948351,10.188173 55.948409,10.187293 55.948598,10.187119 55.948675,10.187046 55.948779,10.187042 55.948897,10.188232 55.953594,10.18829 55.953717,10.188372 55.953778,10.188528 55.953836,10.189498 55.953954,10.189853 55.953978,10.190034 55.953978,10.190697 55.953979,10.1907212 55.9538829)","198685","727100709","727100501",K22,"1324"
"LINESTRING (10.198638 55.9475449,10.198844 55.947547,10.199326 55.947557,10.199606 55.947562,10.199991 55.947613,10.200349 55.947706,10.200714 55.947833,10.201104 55.947965,10.20141 55.948102,10.20165 55.948225,10.202287 55.948587,10.202608 55.948733,10.202915 55.948853,10.203289 55.948988,10.2037878 55.9485445)","198706","727100809","727100001",K22,"402"
"LINESTRING (10.1550958 55.9717084,10.155176 55.971667,10.155809 55.971425,10.156363 55.971217,10.156791 55.97106,10.157169 55.970919,10.157764 55.970722,10.157847 55.970693,10.158804 55.970409,10.158944 55.970367,10.159542 55.970189,10.158936 55.969757,10.158223 55.969248,10.157925 55.969043,10.1579161 55.9690368)","198565","727100901","727012801",K22,"489"
"LINESTRING (10.1550958 55.9717084,10.155176 55.971667,10.155809 55.971425,10.156363 55.971217,10.156791 55.97106,10.157169 55.970919,10.157764 55.970722,10.157847 55.970693,10.158804 55.970409,10.158944 55.970367,10.159542 55.970189,10.1598746 55.9705033)","198566","727100901","727019201",K22,"366"
"LINESTRING (10.1698299 55.8908441,10.169744 55.890838,10.169689 55.890819,10.169664 55.890786,10.169661 55.890749,10.169684 55.890718,10.169718 55.890694,10.16978 55.890679,10.169842 55.890671,10.169905 55.890675,10.169951 55.890691,10.16999 55.890711,10.170014 55.890731,10.170041 55.890753,10.170163 55.890868,10.170817 55.890913,10.171133 55.890935,10.171273 55.891201,10.171434 55.891453,10.170668 55.891742,10.170527 55.89178,10.170418 55.891809,10.170165 55.891848,10.168486 55.892108,10.167293 55.892256,10.167265 55.89242,10.167256 55.892471,10.167225 55.892649,10.167203 55.892768,10.167157 55.893036,10.167114 55.893189,10.167028 55.893494,10.166889 55.893989,10.166851 55.894123,10.16684 55.894154,10.166797 55.894275,10.16674 55.894472,10.165831 55.897533,10.165374 55.899059,10.165233 55.899537,10.164847 55.900827,10.164643 55.901531,10.164369 55.902459,10.164295 55.902831,10.164275 55.903073,10.164269 55.903329,10.164311 55.903652,10.164827 55.905608,10.165396 55.907725,10.165475 55.908054,10.16547 55.908312,10.165442 55.908481,10.164983 55.909849,10.164841 55.910259,10.164545 55.911134,10.16225 55.917865,10.162099 55.918268,10.16162 55.919707,10.160178 55.923094,10.160095 55.923214,10.159895 55.923426,10.1597 55.923578,10.159416 55.923738,10.155909 55.925374,10.155573 55.925531,10.155136 55.925737,10.154909 55.925835,10.154532 55.926014,10.154442 55.92606,10.15424 55.926133,10.154067 55.926197,10.153943 55.926243,10.153452 55.92601,10.152639 55.925652,10.152698 55.925536,10.152702 55.925455,10.152665 55.925402,10.1525869 55.9253597)","198971","727200001","727000102",K22,"4619"
"LINESTRING (10.1698299 55.8908441,10.169744 55.890838,10.169689 55.890819,10.169664 55.890786,10.169661 55.890749,10.169684 55.890718,10.169718 55.890694,10.16978 55.890679,10.169842 55.890671,10.169905 55.890675,10.169951 55.890691,10.16999 55.890711,10.170014 55.890731,10.170041 55.890753,10.170163 55.890868,10.170817 55.890913,10.171133 55.890935,10.171273 55.891201,10.171434 55.891453,10.170668 55.891742,10.170527 55.89178,10.170418 55.891809,10.170165 55.891848,10.168486 55.892108,10.167293 55.892256,10.167265 55.89242,10.167256 55.892471,10.1672461 55.8925273)","198969","727200001","727000302",K22,"493"
"LINESTRING (10.1698299 55.8908441,10.169744 55.890838,10.169689 55.890819,10.169664 55.890786,10.169661 55.890749,10.169684 55.890718,10.169718 55.890694,10.16978 55.890679,10.169842 55.890671,10.169905 55.890675,10.169951 55.890691,10.16999 55.890711,10.170014 55.890731,10.170041 55.890753,10.170163 55.890868,10.170817 55.890913,10.171133 55.890935,10.171273 55.891201,10.171434 55.891453,10.170668 55.891742,10.170527 55.89178,10.170418 55.891809,10.170165 55.891848,10.168486 55.892108,10.167293 55.892256,10.167265 55.89242,10.167256 55.892471,10.167225 55.892649,10.167203 55.892768,10.167157 55.893036,10.167114 55.893189,10.167028 55.893494,10.166889 55.893989,10.166851 55.894123,10.16684 55.894154,10.166797 55.894275,10.16674 55.894472,10.165831 55.897533,10.165374 55.899059,10.165233 55.899537,10.164847 55.900827,10.164643 55.901531,10.164369 55.902459,10.164295 55.902831,10.164275 55.903073,10.164269 55.903329,10.164311 55.903652,10.164827 55.905608,10.165396 55.907725,10.165475 55.908054,10.16547 55.908312,10.165442 55.908481,10.164983 55.909849,10.164841 55.910259,10.164545 55.911134,10.16225 55.917865,10.162099 55.918268,10.16162 55.919707,10.160178 55.923094,10.160095 55.923214,10.159895 55.923426,10.1597 55.923578,10.159416 55.923738,10.155909 55.925374,10.155573 55.925531,10.155136 55.925737,10.154909 55.925835,10.154532 55.926014,10.154442 55.92606,10.15424 55.926133,10.154067 55.926197,10.153943 55.926243,10.154057 55.926333,10.154126 55.926403,10.154197 55.926502,10.154248 55.926612,10.154283 55.926744,10.154332 55.926977,10.154664 55.928821,10.154692 55.92906,10.154703 55.929319,10.154662 55.929634,10.154634 55.929735,10.154532 55.930102,10.154446 55.930407,10.154373 55.930668,10.154225 55.931212,10.153639 55.933368,10.153525 55.933752,10.153394 55.934063,10.15325 55.934334,10.153064 55.934633,10.1529345 55.9348262)","199013","727200001","727013102",K22,"5452"
"LINESTRING (10.1698299 55.8908441,10.169744 55.890838,10.169689 55.890819,10.169664 55.890786,10.169661 55.890749,10.169684 55.890718,10.169718 55.890694,10.16978 55.890679,10.169842 55.890671,10.169905 55.890675,10.169951 55.890691,10.16999 55.890711,10.170014 55.890731,10.170041 55.890753,10.170163 55.890868,10.170817 55.890913,10.171133 55.890935,10.171273 55.891201,10.171434 55.891453,10.170668 55.891742,10.170527 55.89178,10.170418 55.891809,10.170165 55.891848,10.168486 55.892108,10.167293 55.892256,10.167309 55.892158,10.167328 55.892046,10.167336 55.891935,10.167316 55.891828,10.167251 55.891707,10.167154 55.89159,10.16695 55.891422,10.166796 55.891291,10.166699 55.891159,10.166687 55.891133,10.16664 55.891036,10.166525 55.890686,10.16649 55.890655,10.166452 55.890632,10.166439 55.890626,10.166063 55.890531,10.165927 55.890483,10.165816 55.890429,10.1657935 55.890414)","196893","727200001","727200502",K22,"705"
"LINESTRING (10.1698299 55.8908441,10.169744 55.890838,10.169689 55.890819,10.169664 55.890786,10.169661 55.890749,10.169684 55.890718,10.169718 55.890694,10.16978 55.890679,10.169842 55.890671,10.169905 55.890675,10.169951 55.890691,10.16999 55.890711,10.170014 55.890731,10.170041 55.890753,10.170163 55.890868,10.170817 55.890913,10.171133 55.890935,10.171273 55.891201,10.171434 55.891453,10.171717 55.891411,10.171993 55.891398,10.172035 55.891396,10.172091 55.891394,10.172437 55.891378,10.172951 55.891355,10.17364 55.891326,10.173674 55.891325,10.17371 55.891323,10.17448 55.891288,10.175223 55.891256,10.17639 55.891204,10.176868 55.891185,10.177021 55.891179,10.179685 55.891074,10.180225 55.891053,10.182071 55.890961,10.182948 55.890918,10.18319 55.890915,10.184018 55.89088,10.18514 55.890832,10.185898 55.890799,10.188558 55.890685,10.188963 55.890705,10.189323 55.89077,10.189695 55.890888,10.190039 55.891042,10.190169 55.89111,10.19052 55.891294,10.194242 55.893246,10.194769 55.893497,10.19522 55.893695,10.195723 55.893857,10.197805 55.894284,10.197994 55.89434,10.198152 55.894393,10.198288 55.894472,10.198477 55.894624,10.199114 55.895315,10.199411 55.895639,10.199587 55.895833,10.200288 55.896608,10.200561 55.896977,10.2007114 55.8972404)","198994","727200001","727201109",K22,"2359"
"LINESTRING (10.1698299 55.8908441,10.169744 55.890838,10.169689 55.890819,10.169664 55.890786,10.169661 55.890749,10.169684 55.890718,10.169718 55.890694,10.16978 55.890679,10.169842 55.890671,10.169905 55.890675,10.169951 55.890691,10.16999 55.890711,10.170014 55.890731,10.170041 55.890753,10.170163 55.890868,10.170817 55.890913,10.170824 55.890835,10.170872 55.890769,10.170946 55.890737,10.171042 55.890715,10.170948 55.890487,10.170737 55.889906,10.170671 55.889611,10.170637 55.889426,10.17043 55.888054,10.170496 55.887971,10.170809 55.887658,10.170889 55.887551,10.17093 55.887437,10.170991 55.887086,10.171039 55.886803,10.171186 55.885937,10.171269 55.885463,10.171263 55.885238,10.1711485 55.8831335,10.171034 55.881029,10.170972 55.880732,10.170879 55.88042,10.170673 55.879628,10.170569 55.879127,10.17024 55.877302,10.16995 55.875459,10.169813 55.874363,10.169754 55.873198,10.169751 55.873129,10.1697079 55.872571)","198974","727200001","727201201",K22,"2170"
